timestamp,tool_id,tool_type,carbide_grade,coating,tool_diameter_mm,number_of_flutes,machine_id,shift,workpiece_material,workpiece_hardness_HB,spindle_speed_rpm,feed_rate_mm_min,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,cutting_time_min,parts_produced,material_removal_rate_cm3_min,temperature_rise_C,vibration_mm_s,power_consumption_kW,cutting_force_increase_%,surface_roughness_Ra_um,flank_wear_VB_mm,crater_wear_KT_mm,dimensional_deviation_mm,chip_thickness_ratio,chip_color,edge_chipping,coolant_concentration_%,coolant_flow_L_min,coolant_pressure_bar,tool_condition,tool_condition_desc
2025-09-03 18:43:00,CB012,Carbide,K10,TiN,6,2,HAAS_VF4,Night,Steel_C45,200,12801.2,2865.1,241.3,0.112,1.36,4.19,15.44,6,16.29,185.9,0.424,0.61,3.1,0.75,0.048,0.0,0.0098,1.57,Silver,0,7.5,10.7,16.8,0,Good
2025-09-03 20:47:59,CB006,Carbide,P20,TiCN,8,2,DMG_MORI_NLX2500,Morning,Steel_42CrMo4,280,9326.1,1511.8,234.4,0.081,1.84,4.59,25.47,10,12.79,178.7,0.709,0.11,6.3,0.9,0.051,0.008,0.0101,1.66,Silver,0,9.2,18.3,13.4,1,Acceptable
2025-09-03 21:41:59,CB012,Carbide,P20,TiN,8,3,DOOSAN_DNM_5700,Morning,Steel_42CrMo4,280,9395.3,2358.5,236.1,0.084,1.72,5.47,7.8,3,22.18,173.6,0.433,0.99,2.0,0.46,0.026,0.003,0.0076,1.55,Silver,0,8.9,20.9,16.9,0,Good
2025-09-03 23:40:59,CB012,Carbide,K10,TiN,8,2,DOOSAN_DNM_5700,Morning,Steel_C45,200,11105.2,2338.5,279.1,0.105,1.7,4.25,11.03,4,16.91,192.5,0.459,0.73,2.2,0.4,0.023,0.003,0.0073,1.55,Silver,0,9.5,11.2,5.0,0,Good
2025-09-03 23:51:59,CB016,Carbide,M20,TiN,16,6,MAZAK_INTEGREX_i200,Night,Steel_42CrMo4,280,4689.5,2332.1,235.7,0.083,4.18,8.14,54.01,21,79.28,203.6,1.15,2.73,14.2,1.49,0.182,0.017,0.0232,1.83,Silver,0,6.1,23.8,33.0,1,Acceptable
2025-09-04 01:02:59,CB010,Carbide,P10,TiAlN,20,5,DMG_MORI_NLX2500,Night,Steel_42CrMo4,280,3006.2,1253.0,188.9,0.083,3.69,12.91,11.33,4,59.66,183.4,0.388,2.15,2.4,0.71,0.039,0.0,0.0089,1.57,Silver,0,8.5,16.5,5.0,0,Good
2025-09-04 02:14:59,CB008,Carbide,P10,TiAlN,8,4,HAAS_VF4,Morning,Steel_42CrMo4,280,8205.2,3134.2,206.2,0.095,1.51,5.15,106.99,42,24.37,159.2,1.743,0.83,23.1,2.07,0.303,0.0,0.0353,2.16,Silver,1,8.5,24.6,5.0,2,Replace
2025-09-04 02:22:00,CB013,Carbide,P10,TiN,12,2,MAZAK_INTEGREX_i200,Night,Steel_C45,200,5530.2,954.5,208.5,0.086,2.19,7.0,45.0,17,14.61,223.9,0.895,0.48,9.1,1.1,0.17,0.0,0.022,1.71,Silver,0,7.7,20.5,5.0,1,Acceptable
2025-09-04 02:51:59,CB004,Carbide,P10,TiCN,6,4,MAZAK_INTEGREX_i200,Night,Steel_C45,200,14539.7,5921.4,274.1,0.102,1.4,3.04,16.42,6,25.26,164.4,0.504,0.86,3.1,0.75,0.026,0.004,0.0076,1.58,Silver,0,6.4,13.5,32.4,0,Good
2025-09-04 02:59:59,CB018,Carbide,M20,TiAlN,10,2,OKUMA_GENOS_L400,Morning,Steel_42CrMo4,280,6642.4,1578.6,208.7,0.119,2.52,5.09,9.61,3,20.26,208.7,0.425,0.53,2.1,0.63,0.044,0.0,0.0094,1.56,Silver,0,7.4,16.8,5.0,0,Good
2025-09-04 03:01:00,CB005,Carbide,P30,TiAlN,20,6,MAZAK_INTEGREX_i200,Morning,Steel_16MnCr5,220,4511.0,3023.5,283.4,0.112,5.26,13.73,3.22,1,218.35,268.0,0.316,6.83,0.6,0.5,0.034,0.001,0.0084,1.52,Silver,0,6.7,11.7,28.2,0,Good
2025-09-04 03:48:59,CB006,Carbide,K10,TiN,6,4,DOOSAN_DNM_5700,Morning,Steel_C45,200,14850.6,5888.7,279.9,0.099,1.37,3.6,64.58,25,29.16,204.0,1.121,0.72,13.1,1.5,0.163,0.018,0.0213,1.81,Silver,0,7.6,20.3,5.0,1,Acceptable
2025-09-04 04:51:00,CB011,Carbide,P20,TiN,6,2,MAZAK_INTEGREX_i200,Morning,Steel_C45,200,13728.1,2325.8,258.8,0.085,1.11,3.54,0.75,0,9.17,161.8,0.38,0.21,0.2,0.49,-0.036,0.0,0.0014,1.5,Silver,0,6.6,11.1,37.5,0,Good
2025-09-04 08:18:59,CB006,Carbide,K10,TiAlN,8,2,OKUMA_GENOS_L400,Night,Steel_42CrMo4,280,8903.3,1529.0,223.8,0.086,1.76,5.21,7.16,2,13.99,145.0,0.389,0.48,1.5,0.39,-0.005,0.001,0.0045,1.54,Silver,0,6.5,15.7,16.8,0,Good
2025-09-04 08:22:59,CB015,Carbide,K10,TiN,6,3,MAZAK_INTEGREX_i200,Afternoon,Steel_42CrMo4,280,10083.9,3463.4,190.1,0.114,1.1,4.04,4.51,1,15.42,201.2,0.343,0.66,1.2,0.51,-0.016,0.0,0.0034,1.53,Silver,0,6.5,22.2,5.0,0,Good
2025-09-04 08:41:59,CB008,Carbide,P20,TiN,16,5,DMG_MORI_NLX2500,Morning,Steel_16MnCr5,220,4497.3,2553.8,226.1,0.114,4.15,8.56,4.7,1,90.81,200.7,0.45,3.06,1.0,0.42,0.024,0.0,0.0074,1.52,Silver,0,8.4,22.1,46.6,0,Good
2025-09-04 08:47:59,CB016,Carbide,M20,AlCrN,12,2,DMG_MORI_NLX2500,Afternoon,Steel_42CrMo4,280,5390.5,1139.6,203.2,0.106,3.06,6.6,116.56,46,22.98,189.8,1.919,0.56,27.0,2.71,0.341,0.0,0.0391,2.22,Silver,0,10.0,18.2,5.0,2,Replace
2025-09-04 08:54:59,CB011,Carbide,P10,TiN,10,3,DOOSAN_DNM_5700,Morning,Steel_C45,200,8316.7,2255.2,261.3,0.09,2.3,5.47,96.98,38,28.38,193.7,1.498,0.77,19.6,1.92,0.247,0.01,0.0297,1.96,Silver,0,7.9,19.2,30.0,2,Replace
2025-09-04 09:12:59,CB019,Carbide,P10,TiCN,10,3,HAAS_VF4,Night,Cast_Iron_GG25,180,6660.5,2347.1,209.2,0.117,2.35,6.75,81.12,32,37.21,204.1,1.086,1.23,10.8,1.25,0.114,0.005,0.0164,1.77,Silver,0,7.2,21.9,46.7,1,Acceptable
2025-09-04 09:22:59,CB003,Carbide,P10,TiAlN,12,3,MAZAK_INTEGREX_i200,Afternoon,Cast_Iron_GG25,180,4711.8,1531.8,177.6,0.108,3.21,8.15,11.82,4,40.04,188.6,0.399,1.42,1.4,0.47,-0.022,0.0,0.0028,1.54,Silver,0,6.5,12.0,39.0,0,Good
2025-09-04 10:04:59,CB018,Carbide,P30,TiAlN,20,6,DOOSAN_DNM_5700,Morning,Aluminum_7075,150,5855.3,5614.2,367.9,0.16,10.76,10.54,170.38,68,636.28,385.6,0.914,19.01,9.9,1.17,0.128,0.0,0.0178,1.78,Straw,0,6.5,11.6,20.9,1,Acceptable
2025-09-04 11:41:00,CB017,Carbide,P20,TiAlN,6,3,DMG_MORI_NLX2500,Morning,Aluminum_7075,150,23499.7,11715.6,443.0,0.166,2.6,3.41,105.76,42,104.0,275.4,0.633,2.85,6.2,0.86,0.083,0.015,0.0133,1.68,Silver,0,7.9,12.8,38.8,1,Acceptable
2025-09-04 11:46:59,CB004,Carbide,P20,TiN,8,2,DOOSAN_DNM_5700,Afternoon,Steel_16MnCr5,220,9672.0,1760.7,243.1,0.091,2.11,5.12,13.07,5,18.98,173.4,0.387,0.85,2.8,0.74,0.018,0.0,0.0068,1.57,Silver,0,7.6,15.9,5.0,0,Good
2025-09-04 12:21:59,CB004,Carbide,P30,TiAlN,8,2,DMG_MORI_NLX2500,Night,Cast_Iron_GG25,180,8235.2,1883.3,207.0,0.114,2.24,5.36,81.85,32,22.65,169.0,0.866,0.82,9.5,1.09,0.132,0.004,0.0182,1.77,Silver,0,7.2,12.3,45.4,1,Acceptable
2025-09-04 13:00:59,CB018,Carbide,M20,AlCrN,20,6,DOOSAN_DNM_5700,Morning,Steel_42CrMo4,280,2906.0,1963.4,182.6,0.113,3.71,12.63,13.99,5,91.93,186.9,0.578,3.05,3.2,0.72,0.071,0.0,0.0121,1.59,Silver,0,8.4,14.8,26.7,0,Good
2025-09-04 14:19:59,CB019,Carbide,P20,TiAlN,10,2,HAAS_VF4,Night,Steel_C45,200,7927.3,1325.6,249.0,0.084,1.98,5.44,6.42,2,14.29,193.1,0.324,0.81,1.1,0.52,0.021,0.0,0.0071,1.53,Silver,0,8.1,10.0,18.1,0,Good
2025-09-04 15:25:00,CB017,Carbide,P30,AlCrN,16,5,DOOSAN_DNM_5700,Night,Cast_Iron_GG25,180,4755.8,2885.1,239.1,0.121,4.85,10.83,39.02,15,151.58,220.5,0.611,4.6,4.9,0.7,0.052,0.01,0.0102,1.63,Silver,0,9.1,19.0,49.4,0,Good
2025-09-04 15:55:00,CB017,Carbide,P10,TiAlN,16,5,OKUMA_GENOS_L400,Morning,Steel_C45,200,4899.4,2842.1,246.3,0.116,4.32,10.33,3.35,1,126.68,181.9,0.358,4.31,0.6,0.4,-0.003,0.0,0.0047,1.52,Silver,0,6.3,15.8,5.0,0,Good
2025-09-04 15:59:59,CB005,Carbide,P10,TiN,10,3,OKUMA_GENOS_L400,Night,Steel_42CrMo4,280,6546.8,2134.8,205.7,0.109,2.66,5.14,20.47,8,29.17,194.0,0.53,1.16,5.4,0.67,0.04,0.0,0.009,1.63,Silver,0,7.7,24.0,10.9,0,Good
2025-09-04 16:58:59,CB005,Carbide,M20,TiN,10,2,MAZAK_INTEGREX_i200,Night,Steel_16MnCr5,220,8427.0,1923.2,264.7,0.114,1.86,5.11,46.65,18,18.3,165.0,0.906,0.52,10.0,1.25,0.127,0.012,0.0177,1.74,Silver,1,9.8,23.9,42.8,1,Acceptable
2025-09-04 17:12:59,CB003,Carbide,P10,TiAlN,8,4,HAAS_VF4,Afternoon,Steel_42CrMo4,280,7631.4,2677.8,191.8,0.088,1.42,4.15,67.08,26,15.76,143.8,1.135,0.17,14.5,1.68,0.206,0.0,0.0256,1.91,Silver,0,9.8,19.8,48.0,2,Replace
2025-09-04 17:36:59,CB017,Carbide,P30,TiAlN,6,3,HAAS_VF4,Morning,Steel_42CrMo4,280,12493.0,3598.4,235.5,0.096,1.56,3.43,32.59,13,19.29,205.4,0.766,0.38,7.0,0.85,0.028,0.01,0.0078,1.7,Silver,0,9.8,22.5,43.9,1,Acceptable
2025-09-04 18:35:00,CB017,Carbide,K10,AlCrN,6,3,MAZAK_INTEGREX_i200,Night,Steel_C45,200,11891.2,3849.1,224.1,0.108,1.36,4.0,25.12,10,20.94,202.8,0.55,0.41,4.5,0.71,0.016,0.0,0.0066,1.62,Silver,0,7.1,20.9,5.0,0,Good
2025-09-04 19:41:59,CB015,Carbide,M20,TiN,20,6,DMG_MORI_NLX2500,Night,Cast_Iron_GG25,180,3068.0,1972.9,192.8,0.107,5.15,12.16,55.81,22,123.57,223.6,0.773,3.8,7.9,1.06,0.087,0.0,0.0137,1.69,Silver,0,9.8,23.4,35.8,1,Acceptable
2025-09-04 20:33:59,CB020,Carbide,P20,TiAlN,10,4,HAAS_VF4,Night,Cast_Iron_GG25,180,6132.7,2519.5,192.7,0.103,3.24,5.61,6.23,2,45.72,213.3,0.364,1.3,0.7,0.38,0.014,0.0,0.0064,1.52,Silver,0,8.0,11.5,15.4,0,Good
2025-09-04 20:48:59,CB007,Carbide,M20,TiAlN,6,2,DMG_MORI_NLX2500,Afternoon,Cast_Iron_GG25,180,10629.0,2836.2,200.4,0.133,1.56,3.2,86.25,34,14.11,209.8,0.934,0.62,10.1,1.1,0.123,0.0,0.0173,1.79,Silver,0,6.8,10.7,5.0,1,Acceptable
2025-09-04 20:58:59,CB017,Carbide,P20,TiN,16,4,HAAS_VF4,Night,Steel_C45,200,3987.0,1870.6,200.4,0.117,3.9,9.9,55.39,22,72.22,210.6,0.949,2.14,11.2,1.3,0.141,0.0,0.0191,1.76,Silver,0,6.3,17.0,5.0,1,Acceptable
2025-09-04 21:26:59,CB012,Carbide,P30,TiAlN,10,3,DMG_MORI_NLX2500,Morning,Steel_42CrMo4,280,6557.3,1968.3,206.0,0.1,2.58,5.94,36.42,14,30.16,201.0,0.742,1.17,7.9,1.15,0.106,0.0,0.0156,1.72,Silver,0,8.1,22.4,28.1,1,Acceptable
2025-09-04 21:30:00,CB018,Carbide,P20,TiN,20,6,MAZAK_INTEGREX_i200,Night,Steel_42CrMo4,280,2710.5,1823.6,170.3,0.112,4.76,10.38,29.69,11,90.02,203.6,0.801,3.01,7.8,1.03,0.102,0.0,0.0152,1.68,Silver,0,9.7,24.0,42.0,1,Acceptable
2025-09-04 21:44:59,CB018,Carbide,P20,TiAlN,8,2,DMG_MORI_NLX2500,Afternoon,Steel_42CrMo4,280,6758.2,1514.9,169.9,0.112,2.07,4.83,14.11,5,15.14,182.9,0.456,0.54,3.0,0.63,0.037,0.0,0.0087,1.59,Silver,0,7.3,18.7,41.5,0,Good
2025-09-04 22:25:00,CB004,Carbide,P10,TiCN,20,5,OKUMA_GENOS_L400,Night,Steel_16MnCr5,220,4355.4,2574.6,273.7,0.118,4.02,12.23,4.49,1,126.5,245.7,0.295,4.04,0.9,0.58,0.027,0.002,0.0077,1.52,Silver,0,9.6,22.2,36.6,0,Good
2025-09-04 23:31:59,CB006,Carbide,K10,TiAlN,20,6,DOOSAN_DNM_5700,Morning,Steel_16MnCr5,220,3214.8,1926.0,202.0,0.1,4.16,10.31,51.45,20,82.66,195.1,0.845,3.1,9.1,1.3,0.118,0.0,0.0168,1.76,Silver,0,7.4,14.8,48.5,1,Acceptable
2025-09-04 23:36:59,CB008,Carbide,P30,TiCN,16,6,MAZAK_INTEGREX_i200,Night,Steel_C45,200,4919.2,3287.6,247.3,0.111,4.09,8.61,13.04,5,115.82,241.5,0.404,3.83,2.5,0.63,0.009,0.0,0.0059,1.56,Silver,0,6.4,16.5,28.7,0,Good
2025-09-05 00:51:00,CB012,Carbide,P10,TiN,10,2,HAAS_VF4,Night,Steel_C45,200,7114.7,1675.3,223.5,0.118,2.55,5.83,4.68,1,24.95,192.1,0.362,0.99,0.9,0.5,0.009,0.0,0.0059,1.52,Silver,0,6.1,14.6,5.0,0,Good
2025-09-05 00:54:59,CB014,Carbide,M20,TiCN,10,3,HAAS_VF4,Afternoon,Steel_42CrMo4,280,6219.3,1790.3,195.4,0.096,2.47,5.41,10.13,4,23.96,168.8,0.458,0.76,2.5,0.6,0.028,0.0,0.0078,1.56,Silver,0,6.9,12.9,5.0,0,Good
2025-09-05 01:20:59,CB017,Carbide,K10,AlCrN,8,3,DMG_MORI_NLX2500,Night,Cast_Iron_GG25,180,7060.9,2298.8,177.5,0.109,2.57,4.83,97.43,38,28.46,196.8,1.003,0.6,12.2,1.32,0.136,0.0,0.0186,1.82,Silver,0,8.5,17.1,22.9,1,Acceptable
2025-09-05 02:21:59,CB020,Carbide,K10,TiN,10,4,DMG_MORI_NLX2500,Morning,Steel_42CrMo4,280,7635.0,3519.4,239.9,0.115,2.48,5.55,9.22,3,48.41,205.7,0.391,1.5,2.4,0.89,0.054,0.003,0.0104,1.56,Silver,0,9.4,10.3,37.1,0,Good
2025-09-05 02:57:59,CB008,Carbide,K10,TiCN,16,5,DOOSAN_DNM_5700,Morning,Steel_C45,200,4522.7,2321.4,227.3,0.103,3.65,9.37,7.63,3,79.36,213.0,0.337,2.59,1.5,0.66,0.024,0.0,0.0074,1.54,Silver,0,7.4,11.1,30.2,0,Good
2025-09-05 03:03:00,CB011,Carbide,P30,TiCN,8,3,OKUMA_GENOS_L400,Afternoon,Steel_42CrMo4,280,7201.7,2222.1,181.0,0.103,1.43,4.23,75.39,30,13.4,189.4,1.435,0.72,18.6,1.91,0.207,0.0,0.0257,1.97,Silver,0,6.4,22.3,39.7,2,Replace
2025-09-05 03:04:59,CB009,Carbide,P20,TiN,10,2,DMG_MORI_NLX2500,Morning,Steel_C45,200,8068.1,1543.2,253.5,0.096,1.83,6.53,8.64,3,18.41,158.3,0.436,0.79,1.7,0.59,0.035,0.0,0.0085,1.54,Silver,0,8.7,12.3,18.7,0,Good
2025-09-05 04:03:59,CB013,Carbide,M20,TiN,16,5,DMG_MORI_NLX2500,Morning,Steel_C45,200,4444.7,2592.5,223.4,0.117,3.72,9.85,39.0,15,95.02,196.7,0.747,3.11,7.9,0.91,0.109,0.0,0.0159,1.69,Silver,0,9.1,22.3,5.0,1,Acceptable
2025-09-05 04:15:59,CB015,Carbide,M20,TiN,8,4,DOOSAN_DNM_5700,Morning,Steel_C45,200,10039.8,3628.2,252.3,0.09,1.79,5.17,51.75,20,33.5,186.7,0.973,1.05,10.5,1.22,0.19,0.001,0.024,1.75,Silver,0,6.6,20.5,5.0,1,Acceptable
2025-09-05 04:28:59,CB009,Carbide,K10,TiAlN,20,4,DOOSAN_DNM_5700,Afternoon,Steel_C45,200,4588.3,1923.2,288.3,0.105,4.23,12.48,50.76,20,101.49,231.4,0.753,3.29,8.5,1.02,0.109,0.019,0.0159,1.74,Silver,0,7.3,11.0,42.8,1,Acceptable
2025-09-05 05:33:59,CB013,Carbide,P30,TiN,8,4,DMG_MORI_NLX2500,Afternoon,Steel_C45,200,10572.3,3558.5,265.7,0.084,1.87,5.21,54.48,21,34.59,170.2,0.961,1.57,11.0,1.38,0.124,0.008,0.0174,1.76,Silver,0,6.5,15.3,35.7,1,Acceptable
2025-09-05 06:16:59,CB018,Carbide,P20,TiCN,16,4,DMG_MORI_NLX2500,Night,Steel_C45,200,5235.0,2145.4,263.1,0.102,3.35,8.66,0.9,0,62.31,186.2,0.368,2.0,0.2,0.36,-0.01,0.0,0.004,1.5,Silver,0,9.9,15.5,5.0,0,Good
2025-09-05 07:52:59,CB004,Carbide,K10,AlCrN,8,4,OKUMA_GENOS_L400,Afternoon,Steel_42CrMo4,280,8714.1,3831.3,219.0,0.11,1.49,5.31,34.61,13,30.35,184.6,0.727,1.14,8.0,1.02,0.11,0.004,0.016,1.71,Silver,0,9.9,11.6,5.0,1,Acceptable
2025-09-05 07:52:59,CB017,Carbide,P30,TiN,20,4,DOOSAN_DNM_5700,Night,Cast_Iron_GG25,180,3329.8,1709.5,209.2,0.128,5.06,12.62,11.51,4,109.24,233.4,0.352,3.51,1.6,0.65,0.008,0.001,0.0058,1.54,Silver,0,9.9,11.3,5.0,0,Good
2025-09-05 08:43:59,CB018,Carbide,M20,TiAlN,6,3,HAAS_VF4,Night,Cast_Iron_GG25,180,11101.2,4698.3,209.3,0.141,1.46,3.83,4.39,1,26.29,179.7,0.341,0.93,0.5,0.53,0.029,0.0,0.0079,1.51,Silver,0,6.9,16.7,5.0,0,Good
2025-09-05 09:07:59,CB015,Carbide,K10,TiAlN,12,4,DOOSAN_DNM_5700,Night,Steel_42CrMo4,280,4538.3,2155.4,171.1,0.119,2.94,7.95,10.38,4,50.41,167.3,0.46,1.52,2.2,0.71,0.022,0.0,0.0072,1.56,Silver,0,8.4,23.7,5.0,0,Good
2025-09-05 09:42:59,CB015,Carbide,P10,TiAlN,20,6,DOOSAN_DNM_5700,Morning,Cast_Iron_GG25,180,3261.1,2101.5,204.9,0.107,6.08,13.2,3.1,1,168.67,261.4,0.35,5.24,0.4,0.48,-0.014,0.0,0.0036,1.51,Silver,0,7.2,20.0,25.5,0,Good
2025-09-05 09:53:59,CB011,Carbide,P30,TiN,12,4,DOOSAN_DNM_5700,Night,Aluminum_7075,150,11984.1,8574.3,451.8,0.179,4.22,7.61,123.36,49,275.27,326.6,0.785,7.99,8.7,0.92,0.115,0.021,0.0165,1.71,Straw,0,7.8,23.6,34.8,1,Acceptable
2025-09-05 10:22:59,CB011,Carbide,P30,TiCN,8,2,DOOSAN_DNM_5700,Morning,Cast_Iron_GG25,180,9284.1,2126.2,233.3,0.115,2.11,4.99,95.24,38,22.45,188.0,1.066,0.81,12.7,1.33,0.153,0.021,0.0203,1.82,Silver,0,6.8,16.0,5.0,1,Acceptable
2025-09-05 12:28:59,CB004,Carbide,P10,TiAlN,12,3,OKUMA_GENOS_L400,Afternoon,Steel_C45,200,6772.8,2389.1,255.3,0.118,3.26,8.33,75.77,30,64.88,213.2,1.015,2.01,12.6,1.49,0.148,0.004,0.0198,1.86,Silver,0,6.7,22.3,30.4,2,Replace
2025-09-05 13:17:59,CB010,Carbide,K10,TiAlN,10,2,HAAS_VF4,Afternoon,Cast_Iron_GG25,180,7172.4,1958.5,225.3,0.137,2.5,6.53,48.89,19,31.97,247.1,0.58,1.1,5.7,0.78,0.061,0.008,0.0111,1.66,Silver,0,8.4,20.7,28.1,1,Acceptable
2025-09-05 14:13:59,CB003,Carbide,P30,TiAlN,6,2,OKUMA_GENOS_L400,Night,Steel_16MnCr5,220,11584.3,2614.1,218.4,0.113,1.57,3.7,39.41,15,15.2,205.2,0.762,0.43,7.0,0.9,0.09,0.0,0.014,1.7,Silver,0,7.2,19.4,20.2,1,Acceptable
2025-09-05 14:21:59,CB003,Carbide,K10,AlCrN,6,3,DMG_MORI_NLX2500,Afternoon,Cast_Iron_GG25,180,10855.4,3452.3,204.6,0.106,1.39,3.5,54.39,21,16.78,192.4,0.718,0.65,6.8,0.91,0.076,0.002,0.0126,1.68,Silver,0,7.1,15.7,35.5,1,Acceptable
2025-09-05 15:41:00,CB018,Carbide,P10,TiN,12,4,DMG_MORI_NLX2500,Afternoon,Cast_Iron_GG25,180,4960.1,2479.5,187.0,0.125,3.2,6.77,15.85,6,53.68,192.8,0.493,1.61,2.2,0.51,0.028,0.0,0.0078,1.55,Silver,0,8.2,20.6,34.5,0,Good
2025-09-05 16:02:59,CB002,Carbide,P20,TiCN,12,4,MAZAK_INTEGREX_i200,Night,Steel_C45,200,7680.8,3021.3,289.6,0.098,3.0,7.39,7.18,2,66.96,205.7,0.399,2.21,1.4,0.57,0.025,0.003,0.0075,1.53,Silver,0,8.0,19.6,33.7,0,Good
2025-09-05 16:30:59,CB012,Carbide,K10,TiN,16,6,MAZAK_INTEGREX_i200,Afternoon,Cast_Iron_GG25,180,3951.0,2697.0,198.6,0.114,4.43,8.81,4.43,1,105.18,214.3,0.319,3.3,0.6,0.32,-0.012,0.0,0.0038,1.51,Silver,0,7.2,15.2,39.4,0,Good
2025-09-05 16:43:59,CB016,Carbide,P30,AlCrN,20,6,DOOSAN_DNM_5700,Morning,Steel_C45,200,4454.7,2196.7,279.9,0.082,5.33,12.69,34.08,13,148.67,225.3,0.686,4.71,6.1,0.82,0.083,0.01,0.0133,1.66,Silver,0,7.0,15.8,38.0,1,Acceptable
2025-09-05 18:06:59,CB002,Carbide,P10,TiCN,20,6,HAAS_VF4,Morning,Steel_C45,200,4312.4,2450.5,271.0,0.095,4.68,12.95,7.85,3,148.46,202.7,0.394,5.02,1.5,0.49,0.044,0.002,0.0094,1.54,Silver,0,6.8,20.9,5.0,0,Good
2025-09-05 19:24:59,CB009,Carbide,P30,AlCrN,12,4,DOOSAN_DNM_5700,Afternoon,Steel_C45,200,7292.2,3190.3,274.9,0.109,2.81,6.47,54.45,21,57.91,184.0,0.953,1.78,9.7,1.21,0.122,0.013,0.0172,1.76,Silver,0,7.3,20.4,5.0,1,Acceptable
2025-09-05 19:56:59,CB004,Carbide,P30,TiN,10,4,DMG_MORI_NLX2500,Afternoon,Cast_Iron_GG25,180,7459.0,3016.2,234.3,0.101,2.49,5.06,8.22,3,37.96,197.2,0.422,1.06,1.2,0.33,0.028,0.002,0.0078,1.53,Silver,0,7.8,20.6,35.1,0,Good
2025-09-05 21:50:59,CB016,Carbide,M20,TiN,20,5,MAZAK_INTEGREX_i200,Night,Steel_C45,200,4717.1,2331.7,296.4,0.099,5.22,12.34,28.9,11,150.19,253.7,0.651,4.89,5.8,0.76,0.062,0.013,0.0112,1.64,Silver,1,6.8,18.5,12.0,0,Good
2025-09-05 22:32:59,CB007,Carbide,M20,TiAlN,16,5,OKUMA_GENOS_L400,Night,Steel_42CrMo4,280,3493.0,1692.4,175.6,0.097,3.39,8.6,5.41,2,49.31,206.1,0.409,1.64,1.2,0.43,0.042,0.0,0.0092,1.53,Silver,0,8.5,11.4,48.9,0,Good
2025-09-05 22:56:59,CB007,Carbide,P30,TiAlN,8,2,MAZAK_INTEGREX_i200,Night,Steel_C45,200,8995.3,2111.9,226.1,0.117,1.86,4.67,50.48,20,18.37,210.5,0.803,0.51,8.4,1.21,0.144,0.0,0.0194,1.74,Silver,0,6.6,14.9,43.3,1,Acceptable
2025-09-06 00:24:59,CB006,Carbide,K10,TiN,10,2,OKUMA_GENOS_L400,Night,Steel_C45,200,6878.5,1566.1,216.1,0.114,1.76,5.93,55.54,22,16.31,164.1,0.92,0.45,11.2,1.42,0.138,0.0,0.0188,1.76,Silver,0,9.7,10.6,33.9,1,Acceptable
2025-09-06 01:03:59,CB001,Carbide,P20,TiCN,16,6,DOOSAN_DNM_5700,Morning,Steel_42CrMo4,280,4219.7,2835.9,212.1,0.112,3.38,8.74,73.97,29,83.76,207.4,1.341,3.16,18.3,1.85,0.224,0.002,0.0274,1.96,Silver,0,9.8,18.0,14.0,2,Replace
2025-09-06 01:17:59,CB017,Carbide,P20,TiCN,12,3,DOOSAN_DNM_5700,Morning,Steel_16MnCr5,220,5145.7,1745.4,194.0,0.113,3.02,7.55,14.86,5,39.73,191.5,0.451,1.49,3.0,0.49,-0.021,0.0,0.0029,1.58,Silver,0,6.2,13.7,5.0,0,Good
2025-09-06 01:19:59,CB008,Carbide,P20,TiAlN,10,4,HAAS_VF4,Night,Steel_C45,200,7562.8,2904.5,237.6,0.096,2.58,5.01,71.55,28,37.51,206.0,1.126,1.24,11.9,1.26,0.136,0.0,0.0186,1.84,Silver,0,6.0,15.4,15.7,1,Acceptable
2025-09-06 02:05:59,CB010,Carbide,K10,TiCN,20,5,DMG_MORI_NLX2500,Morning,Cast_Iron_GG25,180,2832.5,1495.0,178.0,0.106,4.26,10.98,129.31,51,69.9,196.9,1.362,2.38,17.2,1.83,0.234,0.0,0.0284,1.93,Silver,0,7.9,22.7,5.0,2,Replace
2025-09-06 02:24:59,CB004,Carbide,P10,TiAlN,8,2,DMG_MORI_NLX2500,Morning,Steel_C45,200,10091.6,1727.8,253.6,0.086,1.55,4.74,43.72,17,12.67,182.8,0.755,0.71,7.3,0.98,0.119,0.002,0.0169,1.71,Silver,0,9.5,11.1,44.2,1,Acceptable
2025-09-06 02:26:59,CB007,Carbide,M20,TiAlN,16,4,HAAS_VF4,Night,Cast_Iron_GG25,180,4585.1,2313.4,230.5,0.126,4.35,8.6,50.52,20,86.54,216.4,0.733,2.48,5.9,0.79,0.046,0.01,0.0096,1.67,Silver,0,8.0,19.9,47.5,1,Acceptable
2025-09-06 03:16:59,CB012,Carbide,P10,TiAlN,6,3,HAAS_VF4,Morning,Steel_C45,200,15095.2,4288.6,284.5,0.095,1.51,3.69,15.26,6,23.85,160.2,0.415,0.79,2.5,0.64,0.068,0.005,0.0118,1.57,Silver,0,9.2,22.7,42.7,0,Good
2025-09-06 03:41:59,CB007,Carbide,P20,TiAlN,6,3,DOOSAN_DNM_5700,Afternoon,Cast_Iron_GG25,180,9496.8,2901.7,179.0,0.102,1.43,3.77,35.84,14,15.65,161.6,0.555,0.79,4.2,0.49,0.034,0.0,0.0084,1.62,Silver,0,8.5,10.9,30.0,0,Good
